pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,play_ids
KC,2021-07-22,81.1,-0.63,5.86,"Buehler, Walker",621453,621111,single,hit_into_play,,,,,8,Steven Duggar singles on a ground ball to right fielder Billy McKinney.   Donovan Solano to 3rd.,R,L,R,LAD,SF,X,9.0,ground_ball,0,0,2021,0.98,-1.19,0.16,1.47,,,456781.0,1,2,Top,188.59,122.17,,,669257,,,-0.0996484955497541,-118.07672392578944,-0.9000433046125293,9.132680078774724,23.4161366509608,-43.29677953378991,3.41,1.56,49.0,92.3,1.0,80.9,2870.0,6.2,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.26,0.349,0.318,0.9,1.0,1.0,0.0,2.0,12,1,Knuckle Curve,1,1,1,1,1,1,1,1,Standard,Standard,37.0,-0.065,0.476,b05d8e4d-2d6d-4baa-869a-5ae28ea34598
FC,2021-07-22,90.8,-0.9,5.68,"Buehler, Walker",456781,621111,force_out,hit_into_play,,,,,9,"Donovan Solano grounds into a force out, second baseman Max Muncy to shortstop Chris Taylor.   Alex Dickerson out at 2nd.    Donovan Solano to 1st.",R,R,R,LAD,SF,X,4.0,ground_ball,0,1,2021,0.62,0.53,0.44,1.93,,,543105.0,0,2,Top,126.58,136.01,,,669257,,,2.0515597855731964,-132.40110435814856,-4.736345822907449,7.051071102247628,23.243111427289676,-25.16335406768665,3.26,1.48,10.0,96.1,-10.0,91.8,2650.0,6.4,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.13,0.217,0.212,0.0,1.0,0.0,0.0,2.0,11,2,Cutter,1,1,1,1,1,1,1,1,Standard,Strategic,155.0,0.035,-0.482,a81a63f4-34be-4c67-b7c8-7ebebc54e7b5
FF,2021-07-22,96.0,-0.76,5.89,"Buehler, Walker",456781,621111,,called_strike,,,,,5,"Donovan Solano grounds into a force out, second baseman Max Muncy to shortstop Chris Taylor.   Alex Dickerson out at 2nd.    Donovan Solano to 1st.",R,R,R,LAD,SF,S,,,0,0,2021,-0.18,1.44,-0.01,2.14,,,543105.0,0,2,Top,,,,,669257,,,2.3733057102857984,-139.76205006114148,-7.661363922162803,-2.8421993094785685,28.268663751163565,-11.728420133272424,3.24,1.49,,,,96.5,2433.0,6.3,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.17,,,,,,,,11,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Strategic,192.0,0.0,-0.058,299be724-6283-45c5-8bbc-08c4c20d73b7
KC,2021-07-22,81.2,-0.63,5.86,"Buehler, Walker",573262,621111,sac_fly,hit_into_play,,,,,13,Mike Yastrzemski out on a sacrifice fly to left fielder AJ Pollock.   LaMonte Wade scores.,R,L,R,LAD,SF,X,7.0,fly_ball,0,0,2021,0.76,-1.12,-1.0,1.79,664774.0,,,1,1,Top,48.49,96.88,,,669257,,,-2.286000315194946,-118.3197247132176,-0.3643898851519203,7.536360842272887,22.920730602475317,-42.83519332137583,3.3,1.5,316.0,93.7,40.0,81.3,2724.0,6.3,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.2,0.026,0.045,0.0,1.0,0.0,0.0,3.0,3,1,Knuckle Curve,0,0,0,0,1,0,1,0,Infield shift,Standard,28.0,-0.018,-0.178,57072d89-a39e-41aa-b1f3-2bda59d7299f
FC,2021-07-22,92.6,-0.92,5.64,"Buehler, Walker",457763,621111,strikeout,swinging_strike,,,,,14,Buster Posey strikes out swinging.,R,R,R,LAD,SF,S,2.0,,3,2,2021,0.45,0.72,0.91,2.23,664774.0,,,0,1,Top,,,,,669257,,,3.6838422321579047,-134.90026859721246,-4.579325658895791,4.931499198876888,24.584220575826343,-22.581318454045704,3.41,1.56,,,,93.3,2668.0,6.3,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.19,,,0.0,1.0,0.0,0.0,,2,7,Cutter,0,0,0,0,0,0,0,0,Standard,Strategic,168.0,0.038,-0.426,a3642582-6500-4eaf-8bff-bbd9fe0e371e
FF,2021-07-22,95.7,-0.62,5.78,"Buehler, Walker",457763,621111,,foul,,,,,3,Buster Posey strikes out swinging.,R,R,R,LAD,SF,S,,,3,2,2021,-0.25,1.55,0.34,3.5,664774.0,,,0,1,Top,,,,,669257,,,3.1053173764250928,-139.37288231780508,-3.944027776868063,-3.948864496923077,31.09756986533162,-11.255080912790485,3.41,1.56,146.0,83.2,10.0,96.1,2481.0,6.5,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.04,,,,,,,,2,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,195.0,0.0,0.0,29ea43fa-c111-4514-8eb4-9a5f4b7288f7
SL,2021-07-22,86.8,-0.85,5.64,"Buehler, Walker",457763,621111,,ball,,,,,14,Buster Posey strikes out swinging.,R,R,R,LAD,SF,B,,,2,2,2021,1.17,0.09,1.01,1.37,,664774.0,,0,1,Top,,,,,669257,,,2.042440560855606,-126.45361644322732,-4.264229239703092,12.258531477154245,24.168204208700164,-30.57870058090492,3.41,1.57,,,,87.4,2857.0,6.4,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.06,,,,,,,,2,5,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,76.0,-0.027,0.137,d3edbff5-b5cd-4ab8-b04d-45b23878be2a
SL,2021-07-22,86.1,-1.09,5.51,"Buehler, Walker",457763,621111,,foul,,,,,9,Buster Posey strikes out swinging.,R,R,R,LAD,SF,S,,,2,1,2021,1.25,0.43,0.54,1.9,,664774.0,,0,1,Top,,,,,669257,,,1.3382065419526776,-125.51334149489423,-3.2483620095472303,12.950405358180578,24.5555501732476,-27.231379921569165,3.41,1.56,215.0,71.8,27.0,86.4,2854.0,6.3,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.17,,,,,,,,2,4,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,83.0,0.0,-0.12,99d9997e-4a44-4924-86df-e79c02c29873
FF,2021-07-22,95.3,-0.69,5.75,"Buehler, Walker",457763,621111,,ball,,,,,14,Buster Posey strikes out swinging.,R,R,R,LAD,SF,B,,,1,1,2021,-0.29,1.49,1.08,1.97,,664774.0,,0,1,Top,,,,,669257,,,5.32105692678729,-138.70373039594122,-7.694290430125536,-4.904712663491141,27.91771133660997,-11.42199068742549,3.47,1.7,,,,95.8,2466.0,6.4,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.13,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,196.0,0.0,0.041,5691b995-98e2-422d-ac42-4fc11069b54d
SL,2021-07-22,84.7,-1.06,5.62,"Buehler, Walker",457763,621111,,foul,,,,,6,Buster Posey strikes out swinging.,R,R,R,LAD,SF,S,,,1,0,2021,1.05,0.17,0.41,2.37,,664774.0,,0,1,Top,,,,,669257,,,1.3541805283598796,-123.48965870067384,-1.682667714008702,10.545366425250691,21.98558580595989,-30.340893784492184,3.41,1.56,298.0,93.3,49.0,85.5,2810.0,6.4,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.07,,,,,,,,2,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,75.0,0.0,-0.054,b32203c7-4316-4f6a-8440-802da5bc6a61
SL,2021-07-22,86.6,-1.04,5.66,"Buehler, Walker",457763,621111,,ball,,,,,12,Buster Posey strikes out swinging.,R,R,R,LAD,SF,B,,,0,0,2021,1.01,0.35,1.4,2.61,,664774.0,,0,1,Top,,,,,669257,,,3.783847736572098,-126.23802992011323,-1.8423071219034148,10.152951469539078,23.870616854008382,-28.276780872608835,3.42,1.63,,,,87.0,2793.0,6.3,633244,621111,669257,607461,571970,457759,621035,572041,641355,641856,54.22,,,,,,,,2,1,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,88.0,0.0,0.055,61945647-6a80-4868-a0f8-9849bbe01c46
SL,2021-07-17,85.1,-1.13,5.58,"Buehler, Walker",543068,621111,field_out,hit_into_play,,,,,5,C.J. Cron flies out to second baseman Max Muncy.,R,R,R,COL,LAD,X,4.0,fly_ball,0,0,2021,1.07,-0.03,0.19,2.45,,641857.0,,2,3,Bot,141.15,121.79,,,605131,,,0.9645154437360726,-124.07358176774228,-1.0831789254209188,10.981656267118488,20.958272294895057,-32.48453544404789,3.55,1.63,200.0,90.0,62.0,86.1,2825.0,6.5,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.03,0.017,0.021,0.0,1.0,0.0,0.0,3.0,27,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,67.0,-0.038,-0.318,a6731f80-d4c9-4517-8e3a-fdd3f0c10534
FC,2021-07-17,91.8,-1.28,5.6,"Buehler, Walker",641857,621111,double,hit_into_play,,,,,9,Ryan McMahon doubles (17) on a sharp line drive to center fielder Cody Bellinger.   Brendan Rodgers scores.,R,L,R,COL,LAD,X,8.0,line_drive,1,0,2021,0.45,0.44,0.34,2.1,,663898.0,,2,3,Bot,137.06,76.5,,,605131,,,3.124439699037861,-133.96257737211351,-4.122802389831646,5.031652572406525,20.891490073283364,-26.33080214665637,3.46,1.58,204.0,105.3,9.0,93.2,2673.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.14,0.769,0.735,1.25,1.0,1.0,1.0,4.0,26,2,Cutter,1,2,1,2,2,2,2,2,Strategic,Strategic,158.0,0.127,0.978,8f6b4b4d-2e1e-4eb9-96df-ed008a853797
KC,2021-07-17,80.5,-0.98,5.77,"Buehler, Walker",641857,621111,,ball,,,,,13,Ryan McMahon doubles (17) on a sharp line drive to center fielder Cody Bellinger.   Brendan Rodgers scores.,R,L,R,COL,LAD,B,,,0,0,2021,0.69,-0.91,-0.93,1.85,,663898.0,,2,3,Bot,,,,,605131,,,-1.2117375779329995,-117.37178551522086,-0.4607532882026252,6.665308125553798,18.38885460815627,-40.76383265672101,3.65,1.62,,,,81.4,2716.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.09,,,,,,,,26,1,Knuckle Curve,1,2,1,2,2,1,1,2,Strategic,Strategic,33.0,0.0,0.025,1eb37302-1ac7-4e1f-924d-06b57b882edd
SL,2021-07-17,84.5,-1.2,5.66,"Buehler, Walker",596115,621111,field_out,hit_into_play,,,,,5,"Trevor Story grounds out softly, pitcher Walker Buehler to first baseman Albert Pujols.   Brendan Rodgers to 2nd.",R,R,R,COL,LAD,X,1.0,ground_ball,0,2,2021,0.94,-0.43,0.26,2.25,,,663898.0,1,3,Bot,126.14,194.84,,,605131,,,1.5282718630820915,-123.25179570171018,-0.825543943674522,9.4288243481606,21.956415824690406,-36.589429195382216,3.46,1.58,1.0,57.5,-67.0,85.1,2844.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.16,0.211,0.19,0.0,1.0,0.0,0.0,1.0,25,4,Slider,1,2,1,2,2,1,1,2,Standard,Standard,72.0,-0.022,-0.271,bb49ca5b-98bc-412c-82a7-f8291bce3dfa
FF,2021-07-17,95.4,-0.82,5.83,"Buehler, Walker",596115,621111,,foul,,,,,5,"Trevor Story grounds out softly, pitcher Walker Buehler to first baseman Albert Pujols.   Brendan Rodgers to 2nd.",R,R,R,COL,LAD,S,,,0,2,2021,0.15,1.05,-0.15,2.72,,,663898.0,1,3,Bot,,,,,605131,,,1.4306368236496687,-139.05454771326362,-5.060267249935725,1.725758141170732,24.27396947869778,-17.643885185402965,3.47,1.59,242.0,74.6,37.0,96.6,2391.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.09,,,,,,,,25,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,188.0,0.0,0.0,038f9c0f-e772-4ce5-b986-caddddad2a70
SL,2021-07-17,85.4,-1.08,5.74,"Buehler, Walker",596115,621111,,swinging_strike,,,,,2,"Trevor Story grounds out softly, pitcher Walker Buehler to first baseman Albert Pujols.   Brendan Rodgers to 2nd.",R,R,R,COL,LAD,S,,,0,1,2021,1.25,-0.05,0.02,3.38,,,663898.0,1,3,Bot,,,,,605131,,,0.1030649575571175,-124.58611571699124,0.6546495775029715,13.21497466580116,18.86048776885652,-32.95115887042552,3.47,1.59,,,,86.6,2786.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.12,,,,,,,,25,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard,70.0,0.0,-0.064,874a65ec-67b6-4181-b203-39bf443d2ac7
SL,2021-07-17,83.1,-1.21,5.69,"Buehler, Walker",596115,621111,,swinging_strike,,,,,11,"Trevor Story grounds out softly, pitcher Walker Buehler to first baseman Albert Pujols.   Brendan Rodgers to 2nd.",R,R,R,COL,LAD,S,,,0,0,2021,1.12,-0.15,-0.83,2.96,,,663898.0,1,3,Bot,,,,,605131,,,-1.3103761231048012,-121.24953338883611,0.3500430622035027,11.385324306127083,18.43857186633654,-33.88061397803824,3.47,1.59,,,,84.1,2566.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.2,,,,,,,,25,1,Slider,1,2,1,2,2,1,1,2,Standard,Standard,85.0,0.0,-0.049,e127aba6-384c-4969-b018-a05b3bb4e20e
FC,2021-07-17,92.0,-1.3,5.47,"Buehler, Walker",453568,621111,field_out,hit_into_play,,,,,6,Charlie Blackmon flies out to left fielder AJ Pollock.,R,L,R,COL,LAD,X,7.0,fly_ball,1,1,2021,0.5,0.14,0.33,2.85,,,663898.0,0,3,Bot,86.36,103.13,,,605131,,,3.078553749573109,-134.16917010514044,-1.2309596933724336,5.537919623471495,24.197345010293414,-30.365217380575093,3.49,1.6,260.0,72.6,36.0,92.9,2465.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.15,0.349,0.336,0.0,1.0,0.0,0.0,3.0,24,3,Cutter,1,2,1,2,2,1,1,2,Infield shift,Standard,160.0,-0.041,-0.372,a85d33b9-cff2-456c-8d4f-a088a78fa651
FF,2021-07-17,95.4,-1.07,5.79,"Buehler, Walker",453568,621111,,ball,,,,,11,Charlie Blackmon flies out to left fielder AJ Pollock.,R,L,R,COL,LAD,B,,,0,1,2021,-0.01,0.95,-1.31,4.9,,,663898.0,0,3,Bot,,,,,605131,,,-0.6103799671723475,-139.17015300209584,1.0293531966959135,-0.0051171757705677,24.886102452128323,-19.98807910088995,3.84,1.79,,,,96.3,2141.0,6.2,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.28,,,,,,,,24,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard,196.0,0.0,0.042,c14203d1-ce1f-4930-b7fa-34a060107a66
FC,2021-07-17,92.3,-1.23,5.75,"Buehler, Walker",453568,621111,,swinging_strike,,,,,11,Charlie Blackmon flies out to left fielder AJ Pollock.,R,L,R,COL,LAD,S,,,0,0,2021,0.32,0.19,-0.57,3.78,,,663898.0,0,3,Bot,,,,,605131,,,0.9918944893829996,-134.54510029165144,0.289715300951705,3.695948394849113,24.917410679672283,-30.109399640838024,3.49,1.6,,,,93.0,2355.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.2,,,,,,,,24,1,Cutter,1,2,1,2,2,1,1,2,Infield shift,Standard,167.0,0.0,-0.058,e1428aed-3e3b-454b-9c4c-1ad012fc3611
SL,2021-07-17,86.3,-0.96,5.65,"Buehler, Walker",641658,621111,strikeout,swinging_strike,,,,,9,"Garrett Hampson strikes out swinging, catcher Austin Barnes to first baseman Albert Pujols.",R,R,R,COL,LAD,S,2.0,,1,2,2021,1.44,0.0,0.59,1.45,,656541.0,624513.0,2,2,Bot,,,,,605131,,,0.7717719110168154,-125.81316818216872,-3.875894550554143,15.253867518714973,22.911876871626543,-31.63606602534875,3.32,1.51,,,,87.1,2974.0,6.5,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.01,,,0.0,1.0,0.0,0.0,,18,4,Slider,1,1,1,1,1,1,1,1,Standard,Standard,61.0,-0.045,-0.313,6360228f-b82d-4863-b6a0-2751f84cf945
FF,2021-07-17,96.4,-1.05,5.69,"Buehler, Walker",641658,621111,,foul,,,,,3,"Garrett Hampson strikes out swinging, catcher Austin Barnes to first baseman Albert Pujols.",R,R,R,COL,LAD,S,,,1,1,2021,-0.02,1.18,0.45,2.94,,656541.0,624513.0,2,2,Bot,,,,,605131,,,4.0543659356734,-140.46588301845202,-4.530720880963759,-1.0721725070585022,26.719208543196824,-15.73627064263202,3.32,1.51,144.0,80.7,75.0,97.5,2596.0,6.5,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.01,,,,,,,,18,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,196.0,0.0,-0.116,09b130e0-64ae-4e3e-8d0d-4e22e92bfac3
SL,2021-07-17,84.7,-1.17,5.59,"Buehler, Walker",641658,621111,,ball,,,,,11,"Garrett Hampson strikes out swinging, catcher Austin Barnes to first baseman Albert Pujols.",R,R,R,COL,LAD,B,,,0,1,2021,1.09,-0.34,-0.03,3.54,,656541.0,624513.0,2,2,Bot,,,,,605131,,,0.4885070046948843,-123.48992443564804,2.1658196137732912,11.186307849058068,21.65136600194386,-36.287553217466304,3.41,1.8,,,,85.4,2803.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.13,,,,,,,,18,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,73.0,0.0,0.054,d8638d60-5d3f-407e-a504-a64cb344de19
FF,2021-07-17,97.5,-1.06,5.72,"Buehler, Walker",641658,621111,,foul,,,,,7,"Garrett Hampson strikes out swinging, catcher Austin Barnes to first baseman Albert Pujols.",R,R,R,COL,LAD,S,,,0,0,2021,-0.05,1.18,-0.37,2.01,,656541.0,624513.0,2,2,Bot,,,,,605131,,,1.9968156560761512,-142.09533194189066,-7.341215517712088,-1.0444485189859871,25.56141806627541,-14.712202457346066,3.32,1.51,250.0,76.2,36.0,98.7,2654.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.11,,,,,,,,18,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,194.0,0.0,-0.074,de045ec4-2b98-427f-9943-6abedd149dbd
FF,2021-07-17,98.1,-1.08,5.76,"Buehler, Walker",607536,621111,sac_fly,hit_into_play,,,,,4,Kyle Freeland out on a sacrifice fly to left fielder AJ Pollock.   Ryan McMahon scores.,R,L,R,COL,LAD,X,7.0,fly_ball,0,1,2021,-0.02,1.19,-0.71,2.76,641857.0,656541.0,624513.0,1,2,Bot,48.26,114.44,,,605131,,,1.0655671541989806,-142.97459175873902,-5.504807366335459,-0.4784386816317246,27.85573881068933,-14.71706376034978,3.55,1.63,284.0,81.3,41.0,99.1,2544.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.08,0.011,0.01,0.0,1.0,0.0,0.0,3.0,17,2,4-Seam Fastball,0,1,0,1,1,1,1,1,Standard,Standard,202.0,-0.004,-0.397,96bc2e9e-49a6-41ef-893b-8eff04be8610
FF,2021-07-17,97.5,-1.2,5.74,"Buehler, Walker",607536,621111,,foul,,,,,8,Kyle Freeland out on a sacrifice fly to left fielder AJ Pollock.   Ryan McMahon scores.,R,L,R,COL,LAD,S,,,0,0,2021,-0.2,1.08,-0.24,2.08,641857.0,656541.0,624513.0,1,2,Bot,,,,,605131,,,3.029068843996228,-142.1418925472296,-6.948855052566897,-3.312196447931537,25.67564259967108,-16.2192277020035,3.55,1.63,5.0,81.0,-24.0,98.4,2700.0,6.2,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.29,,,,,,,,17,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,203.0,0.0,-0.152,22c6a0af-b208-420a-b2b8-291fe269c51b
FF,2021-07-17,98.0,-0.95,5.72,"Buehler, Walker",624513,621111,walk,ball,,,,,13,Dom Nunez walks.,R,L,R,COL,LAD,B,,,3,2,2021,-0.11,1.17,-0.11,0.94,641857.0,656541.0,,1,2,Bot,,,,,605131,,,2.533432864716608,-142.51010305272086,-10.172975459746382,-2.0660342280026613,28.682777351323224,-14.261110733191815,3.36,1.72,,,,98.7,2623.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.08,,,0.7,1.0,0.0,0.0,,16,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,197.0,0.013,0.384,d4b4a341-aa22-4b83-bdbe-bb217272c287
KC,2021-07-17,82.4,-0.92,5.73,"Buehler, Walker",624513,621111,,ball,,,,,13,Dom Nunez walks.,R,L,R,COL,LAD,B,,,2,2,2021,1.06,-1.07,-0.45,1.39,641857.0,656541.0,,1,2,Bot,,,,,605131,,,-0.981180847912648,-120.01721640373928,-1.2606915921073143,10.41083405204235,23.124338282456268,-42.47329088691284,3.36,1.72,,,,82.7,3099.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.1,,,,,,,,16,5,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,38.0,0.0,0.125,e458245c-7139-447e-9d11-928a01ed63d8
FF,2021-07-17,97.8,-1.09,5.76,"Buehler, Walker",624513,621111,,ball,,,,,13,Dom Nunez walks.,R,L,R,COL,LAD,B,,,1,2,2021,-0.52,1.17,-1.19,2.15,641857.0,656541.0,,1,2,Bot,,,,,605131,,,0.924919350500107,-142.44807506037887,-6.979803181434353,-7.325018625959145,30.61607360965,-14.858412154809647,3.44,1.71,,,,98.2,2603.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.2,,,,,,,,16,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,197.0,0.0,0.029,a3cb5039-3f1e-4f36-89bc-8f595dd71714
FF,2021-07-17,97.3,-0.82,5.88,"Buehler, Walker",624513,621111,,ball,,,,,14,Dom Nunez walks.,R,L,R,COL,LAD,B,,,0,2,2021,-0.31,1.12,1.05,1.26,641857.0,656541.0,,1,2,Bot,,,,,605131,,,5.750485773416861,-141.5302137284995,-9.530501620459512,-5.35718938970769,27.724720453045983,-15.29776312389054,3.48,1.83,,,,98.2,2639.0,6.5,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.0,,,,,,,,16,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,196.0,0.0,0.055,f6761c5d-7f8e-4f98-9b90-13e9cc01b84a
KC,2021-07-17,82.1,-0.89,5.88,"Buehler, Walker",624513,621111,,called_strike,,,,,8,Dom Nunez walks.,R,L,R,COL,LAD,S,,,0,1,2021,0.69,-1.24,0.19,1.65,641857.0,656541.0,,1,2,Bot,,,,,605131,,,1.0993960489440198,-119.51814655345852,-0.4838132048457413,6.230728682553743,27.689387334859333,-44.03753813911421,3.44,1.71,,,,81.5,3012.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.15,,,,,,,,16,2,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,345.0,0.0,-0.143,10354962-49f0-4a01-99d6-6687d9a8b40b
KC,2021-07-17,81.4,-1.0,5.83,"Buehler, Walker",624513,621111,,called_strike,,,,,13,Dom Nunez walks.,R,L,R,COL,LAD,S,,,0,0,2021,1.05,-1.08,-0.95,2.49,641857.0,656541.0,,1,2,Bot,,,,,605131,,,-1.902212386660226,-118.53874598922322,1.232239874132927,10.216465408641756,24.32340533846643,-42.81174032465987,3.35,1.7,,,,81.4,2860.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.12,,,,,,,,16,1,Knuckle Curve,0,1,0,1,1,0,0,1,Standard,Standard,36.0,0.0,-0.113,35c72f6a-8286-40da-95c8-7a9bc8017821
FF,2021-07-17,96.5,-1.12,5.75,"Buehler, Walker",656541,621111,double,hit_into_play,,,,,4,Sam Hilliard doubles (1) on a sharp line drive to left fielder AJ Pollock.   Ryan McMahon to 3rd.,R,L,R,COL,LAD,X,7.0,line_drive,3,1,2021,-0.23,1.15,-0.42,2.43,,,641857.0,1,2,Bot,61.87,71.12,,,605131,,,2.3582168237683483,-140.56863089004597,-5.966255456531816,-3.515218150167713,26.33177522716444,-15.835611373639772,3.58,1.68,353.0,106.8,16.0,97.2,2489.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.25,0.62,0.734,1.25,1.0,1.0,1.0,5.0,15,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,200.0,0.096,0.727,4a567119-f5c2-4f1b-88a5-fc8699d13633
FF,2021-07-17,97.5,-1.1,5.71,"Buehler, Walker",656541,621111,,called_strike,,,,,8,Sam Hilliard doubles (1) on a sharp line drive to left fielder AJ Pollock.   Ryan McMahon to 3rd.,R,L,R,COL,LAD,S,,,3,0,2021,-0.17,1.18,-0.22,1.96,,,641857.0,1,2,Bot,,,,,605131,,,2.7680369622575665,-141.95518447771383,-7.366199347861334,-2.920603645448055,29.34348917277121,-14.747266416602924,3.79,1.77,,,,98.2,2517.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.06,,,,,,,,15,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,197.0,0.0,-0.055,a9ebc0ba-ec1b-4e83-8cd9-00ebb4f000f4
FC,2021-07-17,93.5,-1.29,5.59,"Buehler, Walker",656541,621111,,ball,,,,,14,Sam Hilliard doubles (1) on a sharp line drive to left fielder AJ Pollock.   Ryan McMahon to 3rd.,R,L,R,COL,LAD,B,,,2,0,2021,0.64,0.53,0.11,1.2,,,641857.0,1,2,Bot,,,,,605131,,,2.193459815732712,-136.12410383934255,-6.804696605777355,7.514445092372814,27.21452468882573,-24.413697297390502,3.8,1.86,,,,93.9,2603.0,6.3,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.2,,,,,,,,15,3,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,184.0,0.0,0.131,0b3668f5-d7b8-4084-866e-27fa8fe3dd8f
FC,2021-07-17,93.9,-1.28,5.4,"Buehler, Walker",656541,621111,,ball,,,,,14,Sam Hilliard doubles (1) on a sharp line drive to left fielder AJ Pollock.   Ryan McMahon to 3rd.,R,L,R,COL,LAD,B,,,1,0,2021,0.47,0.29,1.5,1.24,,,641857.0,1,2,Bot,,,,,605131,,,6.188368652511394,-136.76466304737562,-5.804350970575134,4.792926640024015,25.196787930887563,-27.568763633019508,3.87,1.89,,,,94.8,2675.0,6.4,633261,621111,605131,405395,571970,457759,621035,572041,641355,605141,54.09,,,,,,,,15,2,Cutter,0,1,0,1,1,0,0,1,Infield shift,Standard,171.0,0.0,0.07,ef261ee4-60e7-4346-8139-b96e5a76d173
